Phyla,Species,antimicrobial-resistance,Biofilm-formation,Human-pathogenicity,Thermophile,Radiation-resistance,Spore-formation
Chytridiomycota,Batrachochytrium salamandrivorans,0,0,0,0,0,0
Ascomycota,Baudoinia panamericana,0,0,0,1,0,0
Ascomycota,Beauveria asiatica,0,0,0,1,0,0
Ascomycota,Beauveria bassiana,0,0,0,1,0,0
Ascomycota,Beauveria brongniartii,0,0,0,1,0,0
Mucoromycota,Benniella sp.,0,0,0,0,0,0
Mucoromycota,Bifiguratus adelaidae,0,0,0,0,1,0
Ascomycota,Bionectria ochroleuca,0,0,0,1,0,0
Ascomycota,Bipolaris sorokiniana,0,0,0,1,0,0
Ascomycota,Bipolaris victoriae,0,0,0,1,0,0
Ascomycota,Bipolaris zeicola,0,0,0,1,0,0
Ascomycota,Blastomyces gilchristii,0,0,0,1,0,0
Ascomycota,Blastomyces parvus,0,0,0,1,0,0
Ascomycota,Blastomyces percursus,0,0,1,1,0,0
Ascomycota,Blastomyces silverae,0,0,1,1,0,0
Ascomycota,Blumeria graminis,0,0,0,1,0,0
Ascomycota,Blumeria hordei,0,0,0,1,0,0
Chytridiomycota,Blyttiomyces helicus,0,0,0,0,0,0
Ascomycota,Boeremia exigua,0,0,1,1,0,0
Ascomycota,Bogoriella megaspora,0,0,0,1,0,0
Basidiomycota,Boletus edulis,0,0,0,0,0,0
Basidiomycota,Boletus reticuloceps,0,0,0,0,0,0
Ascomycota,Bombardia bombarda,0,0,0,1,0,0
Basidiomycota,Bondarzewia mesenterica,0,0,0,0,0,0
Chytridiomycota,Boothiomyces macroporosus,0,0,0,0,0,0
Basidiomycota,Botryobasidium botryosum,0,0,0,0,0,0
Ascomycota,Botryosphaeria dothidea,0,0,0,1,0,0
Ascomycota,Botryosphaeria parva,0,0,0,1,0,0
Ascomycota,Botryotinia calthae,0,0,0,1,0,0
Ascomycota,Botryotinia convoluta,0,0,0,1,0,0
Ascomycota,Botryotinia fuckeliana,0,0,0,1,0,0
Ascomycota,Botryotinia narcissicola,0,0,0,1,0,0
Ascomycota,Botrytis byssoidea,0,0,0,1,0,0
Ascomycota,Botrytis cinerea,0,0,0,1,0,0
Ascomycota,Botrytis deweyae,0,0,0,1,0,0
Ascomycota,Botrytis elliptica,0,0,0,1,0,0
Ascomycota,Botrytis fragariae,0,0,0,1,0,0
Ascomycota,Botrytis galanthina,0,0,0,1,0,0
Ascomycota,Botrytis hyacinthi,0,0,0,1,0,0
Ascomycota,Botrytis paeoniae,0,0,0,1,0,0
Ascomycota,Botrytis porri,0,0,0,1,0,0
Ascomycota,Botrytis tulipae,0,0,0,1,0,0
Ascomycota,Brettanomyces bruxellensis,0,1,0,0,0,0
Ascomycota,Brettanomyces naardenensis,0,1,0,1,0,0
Ascomycota,Byssochlamys spectabilis,0,0,0,1,0,0
Ascomycota,Byssothecium circinans,0,0,0,1,0,0
Ascomycota,Cadophora malorum,0,0,0,1,0,0
Ascomycota,Cadophora sp.,0,0,0,1,0,0
Basidiomycota,Calocera cornea,0,0,0,0,0,0
Basidiomycota,Calocera viscosa,0,0,0,0,0,1
Ascomycota,Calycina marina,0,0,0,1,0,0
Ascomycota,Canariomyces notabilis,0,0,0,1,0,0
Ascomycota,Candida africana,1,1,1,1,0,0
Ascomycota,Candida dubliniensis,1,1,1,1,0,0
Ascomycota,Candida glabrata,0,0,0,1,1,0
Ascomycota,Candida maltosa,1,1,0,1,0,0
Ascomycota,Candida metapsilosis,1,0,0,0,1,0
Ascomycota,Candida orthopsilosis,0,1,0,0,0,0
Ascomycota,Candida oxycetoniae,1,1,0,0,0,0
Ascomycota,Candida tenuis,0,1,0,0,0,0
Ascomycota,Candida theae,1,1,0,1,1,0
Ascomycota,Candida tropicalis,1,1,0,0,0,0
Ascomycota,Candida verbasci,1,0,0,1,1,0
Ascomycota,Candida viswanathii,1,1,0,0,0,0
Ascomycota,Candidozyma auris,0,1,0,1,1,0
Ascomycota,Candidozyma duobushaemuli,0,1,0,0,1,0
Ascomycota,Candidozyma haemuli,0,1,0,0,1,0
Ascomycota,Candidozyma pseudohaemuli,0,1,0,0,1,0
Basidiomycota,Candolleomyces aberdarensis,0,0,0,0,0,0
Basidiomycota,Candolleomyces eurysporus,0,0,0,0,0,0
Blastocladiomycota,Catenaria anguillulae,0,0,0,0,0,0
Chytridiomycota,Caulochytrium protostelioides,0,0,0,0,0,0
Ascomycota,Cenococcum geophilum,0,0,0,0,0,0
Ascomycota,Cephalotrichum gorgonifer,0,1,0,1,0,0
Basidiomycota,Ceraceosorus bombacis,0,0,0,0,0,0
Basidiomycota,Ceraceosorus guamensis,0,0,0,0,0,0
Basidiomycota,Ceratobasidium sp.,0,0,0,0,0,0
Basidiomycota,Ceratobasidium theobromae,0,0,0,0,0,0
Ascomycota,Cercophora newfieldiana,0,0,0,1,0,0
Ascomycota,Cercophora samala,0,0,0,1,0,0
Ascomycota,Cercophora scortea,0,0,0,1,0,0
Ascomycota,Cercophora sp.,0,0,0,1,0,0
Ascomycota,Cercospora berteroae,0,0,0,1,0,0
Ascomycota,Cercospora beticola,0,0,0,1,0,0
Ascomycota,Cercospora kikuchii,0,0,0,1,0,0
Ascomycota,Cercospora zeae maydis,0,0,0,1,0,0
Basidiomycota,Ceriporiopsis subvermispora,0,0,0,0,0,0
Basidiomycota,Cerrena zonata,1,1,0,0,0,0
Glomeromycota,Cetraspora pellucida,0,0,0,0,0,0
Ascomycota,Chaenotheca gracillima,0,0,0,1,0,0
Ascomycota,Chaetomidium leptoderma,0,0,0,1,0,0
Ascomycota,Chaetomium fimeti,0,1,0,1,0,0
Ascomycota,Chaetomium globosum,0,0,0,1,0,0
Ascomycota,Chaetomium sp.,0,0,0,1,0,0
Ascomycota,Chaetomium strumarium,0,0,0,1,0,0
Ascomycota,Chaetomium tenue,0,0,0,1,0,0
Mucoromycota,Choanephora cucurbitarum,0,0,0,0,0,0
Ascomycota,Choiromyces venosus,0,1,0,1,0,0
Chytridiomycota,Chytriomyces confervae,0,0,0,0,0,0
Mucoromycota,Circinella minor,0,0,0,0,0,0
Ascomycota,Cirrosporium novae zelandiae,0,0,0,1,0,0
Ascomycota,Cladonia borealis,0,0,0,1,0,0
Ascomycota,Cladophialophora chaetospira,0,0,0,1,0,0
Ascomycota,Cladophialophora immunda,0,0,0,1,0,0
Ascomycota,Cladorrhinum samala,0,0,0,1,0,0
Ascomycota,Cladorrhinum sp.,0,0,0,1,0,0
Ascomycota,Cladosporium halotolerans,0,0,0,1,0,0
Ascomycota,Clathrospora elynae,0,0,0,1,0,0
Basidiomycota,Clathrus columnatus,0,0,0,0,0,0
Ascomycota,Claussenomyces sp.,0,0,0,1,0,0
Ascomycota,Claviceps aff.,0,0,0,1,0,0
Ascomycota,Claviceps africana,0,0,0,1,0,0
Ascomycota,Claviceps arundinis,0,0,0,1,0,0
Ascomycota,Claviceps humidiphila,0,0,0,1,0,0
Ascomycota,Claviceps pazoutovae,0,0,0,1,0,0
Ascomycota,Claviceps purpurea,0,0,0,1,0,0
Ascomycota,Claviceps pusilla,0,0,0,1,0,0
Ascomycota,Claviceps sp.,0,0,0,1,0,0
Basidiomycota,Clavulina sp.,0,0,0,0,0,0
Ascomycota,Clohesyomyces aquaticus,0,0,0,1,0,0
Ascomycota,Clonostachys byssicola,0,0,0,1,0,0
Ascomycota,Clonostachys chloroleuca,0,0,0,1,0,0
Ascomycota,Clonostachys rhizophaga,0,0,0,1,0,0
Ascomycota,Clonostachys rosea,0,0,0,1,0,0
Ascomycota,Clonostachys solani,0,0,0,1,0,0
Chytridiomycota,Clydaea vesicula,0,0,0,0,0,0
Ascomycota,Coccidioides immitis,0,0,0,1,0,1
Ascomycota,Coccidioides posadasii,0,0,0,1,0,0
Ascomycota,Cochliobolus carbonum,0,0,0,1,0,0
Ascomycota,Cochliobolus heterostrophus,0,0,0,1,0,0
Ascomycota,Cochliobolus sativus,0,0,0,1,0,0
Mucoromycota,Coemansia aciculifera,0,0,0,0,0,0
Mucoromycota,Coemansia asiatica,0,0,0,0,0,0
Mucoromycota,Coemansia biformis,0,0,0,0,0,0
Mucoromycota,Coemansia brasiliensis,0,0,0,0,0,0
Mucoromycota,Coemansia erecta,0,0,0,0,0,0
Mucoromycota,Coemansia furcata,0,0,0,0,0,0
Mucoromycota,Coemansia guatemalensis,0,0,0,0,0,0
Mucoromycota,Coemansia helicoidea,0,0,0,0,0,0
Mucoromycota,Coemansia interrupta,0,0,0,0,0,0
Mucoromycota,Coemansia javaensis,0,0,0,0,0,0
Mucoromycota,Coemansia linderi,0,0,0,0,0,0
Mucoromycota,Coemansia nantahalensis,0,0,0,0,0,0
Mucoromycota,Coemansia pectinata,0,0,0,0,0,0
Mucoromycota,Coemansia reversa,0,0,0,0,0,0
Zoopagomycota,Coemansia sp.,0,0,0,0,0,0
Mucoromycota,Coemansia spiralis,0,0,0,0,0,0
Mucoromycota,Coemansia thaxteri,0,0,0,0,0,0
Mucoromycota,Coemansia umbellata,0,0,0,0,0,0
Ascomycota,Coleophoma crateriformis,0,1,0,1,0,0
Ascomycota,Coleophoma cylindrospora,0,1,0,1,0,0
Ascomycota,Collariella sp.,0,0,0,1,0,0
Ascomycota,Colletotrichum abscissum,0,0,0,1,0,0
Ascomycota,Colletotrichum asianum,0,0,0,1,0,0
Ascomycota,Colletotrichum chlorophyti,0,0,0,1,0,0
Ascomycota,Colletotrichum chrysophilum,0,0,0,1,0,0
Ascomycota,Colletotrichum costaricense,0,0,0,1,0,0
Ascomycota,Colletotrichum cuscutae,0,0,0,1,0,0
Ascomycota,Colletotrichum destructivum,0,0,0,1,0,0
Ascomycota,Colletotrichum fioriniae,0,0,0,1,0,0
Ascomycota,Colletotrichum fructicola,0,0,0,0,0,0
Ascomycota,Colletotrichum gloeosporioides,0,0,0,0,0,0
Ascomycota,Colletotrichum godetiae,0,0,0,1,0,0
Ascomycota,Colletotrichum graminicola,0,0,0,1,0,0
Ascomycota,Colletotrichum higginsianum,0,0,0,1,0,0
Ascomycota,Colletotrichum incanum,0,0,0,1,0,0
Ascomycota,Colletotrichum kahawae,0,0,0,1,0,0
Ascomycota,Colletotrichum karsti,0,0,0,1,0,0
Ascomycota,Colletotrichum limetticola,0,0,0,1,0,0
Ascomycota,Colletotrichum liriopes,0,0,0,1,0,0
Ascomycota,Colletotrichum lupini,0,0,0,1,0,0
Ascomycota,Colletotrichum melonis,0,0,0,1,0,0
Ascomycota,Colletotrichum musicola,0,0,0,1,0,0
Ascomycota,Colletotrichum navitas,0,0,0,1,0,0
Ascomycota,Colletotrichum noveboracense,0,0,0,1,0,0
Ascomycota,Colletotrichum nymphaeae,0,0,0,1,0,0
Ascomycota,Colletotrichum orbiculare,0,0,0,1,0,0
Ascomycota,Colletotrichum orchidophilum,0,0,0,1,0,0
Ascomycota,Colletotrichum paranaense,0,0,0,1,0,0
Ascomycota,Colletotrichum phormii,0,0,0,1,0,0
Ascomycota,Colletotrichum plurivorum,0,0,0,1,0,0
Ascomycota,Colletotrichum salicis,0,0,0,1,0,0
Ascomycota,Colletotrichum scovillei,0,0,0,1,0,0
Ascomycota,Colletotrichum shisoi,0,0,0,1,0,0
Ascomycota,Colletotrichum siamense,0,0,0,1,0,0
Ascomycota,Colletotrichum sidae,0,0,0,1,0,0
Ascomycota,Colletotrichum simmondsii,0,0,0,1,0,0
Ascomycota,Colletotrichum sojae,0,0,0,1,0,0
Ascomycota,Colletotrichum sp.,0,0,0,1,0,0
Ascomycota,Colletotrichum spaethianum,0,0,0,1,0,0
Ascomycota,Colletotrichum spinosum,0,0,0,1,0,0
Ascomycota,Colletotrichum sublineola,0,0,0,1,0,0
Ascomycota,Colletotrichum tabaci,0,0,0,1,0,0
Ascomycota,Colletotrichum tamarilloi,0,0,0,1,0,0
Ascomycota,Colletotrichum tanaceti,0,0,0,1,0,0
Ascomycota,Colletotrichum tofieldiae,0,0,0,1,0,0
Ascomycota,Colletotrichum trifolii,0,0,0,1,0,0
Ascomycota,Colletotrichum truncatum,0,0,0,1,0,0
Ascomycota,Colletotrichum zoysiae,0,0,0,1,0,0
Basidiomycota,Collybia nuda,0,0,0,0,0,0
Basidiomycota,Collybia sordida,0,0,0,0,0,0
Basidiomycota,Collybiopsis confluens,0,0,0,0,0,0
Basidiomycota,Collybiopsis luxurians,0,0,0,0,0,0
Ascomycota,Coniella lustricola,0,0,0,1,0,0
Ascomycota,Coniochaeta hoffmannii,0,0,0,1,0,0
Ascomycota,Coniochaeta pulveracea,0,1,0,1,0,0
Ascomycota,Coniochaeta sp.,0,0,0,1,0,0
Basidiomycota,Coniophora puteana,0,0,0,0,0,0
Ascomycota,Coniosporium tulheliwenetii,0,0,0,1,0,0
Ascomycota,Coniosporium uncinatum,0,0,1,1,0,0
Ascomycota,Conoideocrella luteorostrata,0,0,0,1,0,0
Basidiomycota,Coprinellus micaceus,0,0,0,0,0,0
Basidiomycota,Coprinopsis cinerea,0,0,0,0,0,1
Basidiomycota,Coprinopsis marcescibilis,0,0,0,0,0,0
Ascomycota,Copromyces sp.,0,0,0,1,0,0
Ascomycota,Cordyceps confragosa,0,0,0,1,0,0
Ascomycota,Cordyceps fumosorosea,0,0,0,1,0,0
Ascomycota,Cordyceps javanica,0,0,0,1,0,0
Ascomycota,Cordyceps militaris,0,0,0,1,0,0
Ascomycota,Cordyceps sp.,0,0,0,1,0,0
Ascomycota,Corynascus novoguineensis,0,0,0,1,0,0
Ascomycota,Corynespora cassiicola,0,0,0,1,0,0
Basidiomycota,Crepidotus variabilis,0,0,0,0,0,0
Basidiomycota,Cristinia sonorae,0,0,0,0,0,0
Basidiomycota,Cronartium quercuum,0,0,0,0,0,0
Basidiomycota,Crucibulum laeve,0,0,0,0,0,0
Ascomycota,Cryoendolithus antarcticus,0,0,0,1,0,0
Ascomycota,Cryomyces antarcticus,0,0,0,1,0,0
Ascomycota,Cryomyces minteri,0,0,0,1,0,0
Ascomycota,Cryphonectria parasitica,0,0,0,0,0,0
Basidiomycota,Cryptococcus bacillisporus,0,0,1,0,0,0
Basidiomycota,Cryptococcus floricola,0,0,0,0,0,0
Basidiomycota,Cryptococcus gattii,0,0,1,0,0,0
Basidiomycota,Cryptococcus neoformans,0,0,1,0,0,0
Basidiomycota,Cryptococcus tetragattii,0,0,1,0,0,0
Ascomycota,Cudoniella acicularis,0,1,0,1,0,0
Ascomycota,Curvularia clavata,0,0,0,1,0,0
Ascomycota,Curvularia kusanoi,0,0,0,1,0,0
Basidiomycota,Cutaneotrichosporon cavernicola,0,0,0,0,0,0
Basidiomycota,Cutaneotrichosporon oleaginosum,0,0,0,0,0,0
Basidiomycota,Cutaneotrichosporon sp.,0,0,0,0,0,0
Basidiomycota,Cutaneotrichosporon spelunceum,0,0,0,0,0,0
Ascomycota,Cyberlindnera fabianii,0,1,0,0,1,0
Basidiomycota,Cyclocybe aegerita,0,0,0,0,0,0
Basidiomycota,Cylindrobasidium torrendii,0,0,0,0,0,0
Ascomycota,Cylindrodendrum hubeiense,0,0,0,1,0,0
Ascomycota,Cyphellophora attinorum,0,0,0,1,0,0
Basidiomycota,Cyphobasidiales sp.,0,0,0,0,0,0
Ascomycota,Cytospora chrysosperma,0,0,0,1,0,0
Ascomycota,Cytospora leucostoma,0,0,0,1,0,0
Ascomycota,Cytospora mali,0,0,0,1,0,0
Ascomycota,Cytospora paraplurivora,0,0,1,1,0,0
Basidiomycota,Dacryopinax primogenitus,0,0,0,0,0,0
Ascomycota,Dactylonectria estremocensis,0,0,0,1,0,0
Ascomycota,Dactylonectria macrodidyma,0,0,0,1,0,0
Basidiomycota,Daedalea quercina,0,1,0,0,0,0
Ascomycota,Daldinia eschscholtzii,0,1,0,1,0,0
Ascomycota,Daldinia sp.,0,1,0,1,0,0
Ascomycota,Debaryomyces fabryi,1,1,0,0,0,0
Ascomycota,Decorospora gaudefroyi,0,0,0,1,0,0
Ascomycota,Dekkera bruxellensis,0,1,0,0,0,0
Ascomycota,Dendryphion nanum,0,0,0,1,0,0
Basidiomycota,Dentipellis fragilis,0,0,0,0,0,0
Basidiomycota,Dentipellis sp.,0,0,0,0,0,0
Glomeromycota,Dentiscutata erythropus,0,0,0,0,0,0
Glomeromycota,Dentiscutata heterogama,0,0,0,0,0,0
Ascomycota,Diaporthe ampelina,0,1,0,1,0,0
Ascomycota,Diaporthe eres,0,1,0,1,0,0
Ascomycota,Diaporthe helianthi,0,0,0,1,0,0
Ascomycota,Diatrype stigma,0,1,0,1,0,0
Basidiomycota,Dichomitus squalens,0,0,0,0,0,0
Ascomycota,Dichotomopilus funicola,0,0,0,1,0,0
Ascomycota,Didymella glomerata,0,0,0,1,0,0
Ascomycota,Didymella heteroderae,0,0,0,1,0,0
Ascomycota,Didymella pomorum,0,0,0,1,0,0
Ascomycota,Didymella rabiei,0,0,0,1,0,0
Ascomycota,Didymella sp.,0,1,0,1,0,0
Ascomycota,Didymosphaeria variabile,0,0,0,1,0,0
Mucoromycota,Dimargaris cristalligena,0,0,0,0,0,0
Mucoromycota,Dimargaris verticillata,0,0,0,0,0,0
Ascomycota,Diplocarpon coronariae,0,0,0,1,0,0
Ascomycota,Diplocarpon rosae,0,0,0,1,0,0
Ascomycota,Diplodia corticola,0,0,0,1,0,0
Ascomycota,Diplodia seriata,0,0,0,1,0,0
Ascomycota,Diplogelasinospora grovesii,0,1,0,1,0,0
Mucoromycota,Dispira parvispora,0,0,0,0,0,0
Mucoromycota,Dissophora globulifera,0,0,0,0,0,0
Ascomycota,Diutina rugosa,1,1,0,0,0,0
Glomeromycota,Diversispora eburnea,0,0,0,0,0,0
Glomeromycota,Diversispora epigaea,0,0,0,0,0,0
Ascomycota,Dothideomycetidae sp.,0,0,0,1,0,0
Ascomycota,Dothistroma septosporum,0,0,0,1,0,0
Ascomycota,Drechmeria coniospora,0,0,0,1,0,0
Ascomycota,Drechslerella stenobrocha,0,0,0,0,0,0
Ascomycota,Drepanopeziza brunnea,0,0,0,1,0,0
Ascomycota,Echria macrotheca,0,0,0,1,0,0
Microsporidia,Edhazardia aedis,0,0,0,0,0,0
Ascomycota,Eeniella nana,0,1,0,0,0,0
Ascomycota,Elaphomyces granulatus,0,0,0,1,0,0
Ascomycota,Elasticomyces elasticus,0,0,0,1,0,0
Ascomycota,Elsinoe ampelina,0,0,0,1,0,0
Ascomycota,Elsinoe australis,0,0,0,1,0,0
Ascomycota,Elsinoe batatas,0,0,0,1,0,0
Ascomycota,Emergomyces africanus,0,0,0,1,0,0
Ascomycota,Emergomyces pasteurianus,0,0,0,1,0,0
Ascomycota,Emericella nidulans,0,0,0,1,0,1
Ascomycota,Emericellopsis atlantica,0,0,0,1,0,0
Ascomycota,Emericellopsis cladophorae,0,0,0,1,0,0
Ascomycota,Emmonsia crescens,0,0,0,1,0,0
Ascomycota,Emmonsia sp. CAC 2015a,0,0,0,1,0,0
Ascomycota,Emmonsiellopsis sp.,0,0,0,1,0,0
Ascomycota,Emydomyces testavorans,0,0,0,1,0,1
Microsporidia,Encephalitozoon cuniculi,0,0,0,0,0,0
Microsporidia,Encephalitozoon intestinalis,0,0,0,0,0,0
Microsporidia,Encephalitozoon romaleae,0,0,0,0,0,0
Ascomycota,Endocarpon pusillum,0,0,0,1,0,0
Mucoromycota,Endogone sp.,0,0,0,0,1,0
Microsporidia,Enterocytozoon bieneusi,0,0,0,0,0,0
Microsporidia,Enterocytozoon hepatopenaei,0,0,0,0,0,0
Microsporidia,Enterospora canceri,0,0,0,0,0,0
Entomophthoromycota,Entomophthora muscae,0,0,0,0,0,0
Mucoromycota,Entomortierella chlamydospora,0,0,0,0,0,0
Mucoromycota,Entomortierella parvispora,0,0,0,0,0,0
Glomeromycota,Entrophospora sp.,0,0,0,1,0,0
Ascomycota,Epichloe festucae,0,0,0,1,0,0
Ascomycota,Epicoccum nigrum,0,0,0,1,0,0
Ascomycota,Eremothecium cymbalariae,0,1,0,0,1,0
Ascomycota,Eremothecium sinecaudum,0,1,0,0,1,0
Ascomycota,Erysiphe neolycopersici,0,0,0,1,0,0
Ascomycota,Erysiphe pulchra,0,0,0,1,0,0
Ascomycota,Escovopsis weberi,0,0,0,1,0,0
Ascomycota,Eutypa lata,0,0,1,1,0,0
Basidiomycota,Exidia glandulosa,0,0,0,0,0,0
Ascomycota,Exophiala bonariae,0,0,0,1,0,0
Ascomycota,Exophiala dermatitidis,0,0,0,1,0,0
Ascomycota,Exophiala mesophila,0,0,0,1,0,0
Ascomycota,Exophiala oligosperma,0,0,0,1,0,0
Ascomycota,Exophiala sideris,0,0,0,1,0,0
Ascomycota,Exophiala sp.,0,0,0,1,0,0
Ascomycota,Exophiala spinifera,0,0,0,1,0,0
Ascomycota,Exophiala viscosa,0,0,0,1,0,0
Ascomycota,Exophiala xenobiotica,0,0,0,1,0,0
Ascomycota,Exserohilum turcicum,0,0,0,1,0,0
Ascomycota,Extremus antarcticus,0,0,0,1,0,0
Basidiomycota,Favolaschia claudopus,0,0,0,0,0,0
Basidiomycota,Fibroporia radiculosa,0,0,0,0,0,0
Basidiomycota,Filobasidium floriforme,0,0,0,0,0,0
Basidiomycota,Fomitiporia mediterranea,0,0,0,0,0,0
Basidiomycota,Fomitopsis pinicola,0,0,0,0,0,0
Basidiomycota,Fomitopsis schrenkii,0,1,0,0,0,0
Ascomycota,Fonsecaea erecta,0,0,0,1,0,0
Ascomycota,Fonsecaea monophora,0,0,0,1,0,0
Ascomycota,Fonsecaea nubica,0,0,0,1,0,0
Ascomycota,Friedmanniomyces endolithicus,0,0,0,1,0,0
Ascomycota,Friedmanniomyces simplex,0,0,0,1,0,0
Glomeromycota,Funneliformis caledonium,0,0,0,0,0,0
Glomeromycota,Funneliformis geosporum,0,0,0,0,0,0
Glomeromycota,Funneliformis mosseae,0,0,0,0,0,0
Mucoromycota,Furculomyces boomerangus,0,0,0,0,0,0
Ascomycota,Fusarium acutatum,0,0,0,1,0,0
Ascomycota,Fusarium agapanthi,0,0,0,1,0,0
Ascomycota,Fusarium albosuccineum,0,0,0,1,0,0
Ascomycota,Fusarium ambrosium,0,0,0,1,0,0
Ascomycota,Fusarium anthophilum,0,0,0,1,0,0
Ascomycota,Fusarium austroafricanum,0,0,0,1,0,0
Ascomycota,Fusarium austroamericanum,0,0,0,1,0,0
Ascomycota,Fusarium avenaceum,0,0,0,1,0,0
Ascomycota,Fusarium beomiforme,0,0,0,1,0,0
Ascomycota,Fusarium circinatum,0,0,0,1,0,0
Ascomycota,Fusarium coffeatum,0,0,0,1,0,0
Ascomycota,Fusarium culmorum,0,0,0,0,0,0
Ascomycota,Fusarium decemcellulare,0,0,0,1,0,0
Ascomycota,Fusarium denticulatum,0,0,0,1,0,0
Ascomycota,Fusarium duplospermum,0,0,0,1,0,0
Ascomycota,Fusarium equiseti,0,0,0,1,0,0
Ascomycota,Fusarium euwallaceae,0,0,0,1,0,0
Ascomycota,Fusarium falciforme,0,0,0,1,0,0
Ascomycota,Fusarium flagelliforme,0,0,0,1,0,0
Ascomycota,Fusarium floridanum,0,0,0,1,0,0
Ascomycota,Fusarium fujikuroi,0,0,0,1,0,0
Ascomycota,Fusarium gaditjirri,0,0,0,1,0,0
Ascomycota,Fusarium globosum,0,0,0,1,0,0
Ascomycota,Fusarium heterosporum,0,0,0,1,0,0
Ascomycota,Fusarium irregulare,0,0,0,1,0,0
Ascomycota,Fusarium keratoplasticum,0,0,0,1,0,0
Ascomycota,Fusarium kuroshium,0,0,0,1,0,0
Ascomycota,Fusarium langsethiae,0,0,0,1,0,0
Ascomycota,Fusarium longipes,0,0,0,1,0,0
Ascomycota,Fusarium mangiferae,0,0,0,0,0,0
Ascomycota,Fusarium mexicanum,0,0,0,1,0,0
Ascomycota,Fusarium mundagurra,0,0,0,1,0,0
Ascomycota,Fusarium musae,1,0,0,1,0,0
Ascomycota,Fusarium napiforme,0,0,0,1,0,0
Ascomycota,Fusarium oligoseptatum,0,0,0,1,0,0
Ascomycota,Fusarium phyllophilum,0,0,0,1,0,0
Ascomycota,Fusarium piperis,0,0,0,1,0,0
Ascomycota,Fusarium poae,0,0,0,1,0,0
Ascomycota,Fusarium proliferatum,0,0,0,0,0,0
Ascomycota,Fusarium pseudoanthophilum,0,0,0,1,0,0
Ascomycota,Fusarium pseudocircinatum,0,0,0,1,0,0
Ascomycota,Fusarium pseudograminearum,0,0,0,1,0,0
Ascomycota,Fusarium sarcochroum,0,0,0,1,0,0
Ascomycota,Fusarium solani,0,0,0,1,0,0
Ascomycota,Fusarium sporotrichioides,0,0,0,1,0,0
Ascomycota,Fusarium tjaetaba,1,0,0,1,0,0
Ascomycota,Fusarium torreyae,0,0,0,1,0,0
Ascomycota,Fusarium torulosum,0,0,0,1,0,0
Ascomycota,Fusarium tricinctum,0,0,0,1,0,0
Ascomycota,Fusarium vanettenii,0,0,0,1,0,0
Ascomycota,Fusarium venenatum,0,0,0,1,0,0
Ascomycota,Fusarium verticillioides,1,0,0,1,0,0
Ascomycota,Fusarium xylarioides,0,0,0,1,0,0
Ascomycota,Fusarium zealandicum,0,0,0,1,0,0
Ascomycota,Gaeumannomyces tritici,0,0,0,0,0,0
Basidiomycota,Ganoderma sinense,0,0,0,0,0,0
Ascomycota,Geosmithia morbida,0,0,0,1,0,0
Ascomycota,Geotrichum candidum,0,1,0,1,0,0
Ascomycota,Geotrichum galactomycetum,0,1,0,1,0,0
Chytridiomycota,Geranomyces variabilis,0,0,0,0,0,0
Ascomycota,Gibberella fujikuroi,0,0,0,1,0,0
Ascomycota,Gibberella intermedia,0,0,0,1,0,0
Ascomycota,Gibberella moniliformis,1,0,0,1,0,0
Ascomycota,Gibberella nygamai,0,0,0,1,0,0
Ascomycota,Gibberella subglutinans,0,0,0,1,0,0
Ascomycota,Gibberella zeae,0,0,0,1,0,0
Glomeromycota,Gigaspora margarita,0,0,0,0,0,0
Glomeromycota,Gigaspora rosea,0,0,0,1,0,0
Ascomycota,Glomerella acutata,0,0,0,1,0,0
Glomeromycota,Glomus cerebriforme,0,0,0,0,0,0
Ascomycota,Glonium stellatum,0,0,0,1,0,0
Ascomycota,Glutinoglossum americanum,0,0,0,1,0,0
Ascomycota,Gnomoniopsis smithogilvyi,0,0,0,1,0,0
Ascomycota,Gnomoniopsis sp.,0,0,0,0,0,0
Ascomycota,Golovinomyces cichoracearum,0,0,0,1,0,0
Ascomycota,Golovinomyces magnicellulatus,0,0,0,1,1,0
Ascomycota,Gomphillus americanus,0,0,0,1,0,0
Chytridiomycota,Gonapodya prolifera,0,0,0,0,0,0
Basidiomycota,Grifola frondosa,0,0,0,0,0,0
Ascomycota,Grosmannia clavigera,0,0,0,0,0,0
Basidiomycota,Guyanagaster necrorhizus,0,0,0,0,0,0
Basidiomycota,Gymnopilus dilepis,0,0,0,0,0,0
Basidiomycota,Gymnopilus junonius,0,0,0,0,0,0
Basidiomycota,Gymnopus androsaceus,1,1,0,0,0,0
Basidiomycota,Gymnopus luxurians,0,0,0,0,0,0
Microsporidia,Hamiltosporidium magnivora,0,0,0,0,0,0
Microsporidia,Hamiltosporidium tvaerminnensis,0,0,0,0,0,0
Basidiomycota,Hebeloma cylindrosporum,0,0,0,0,0,0
Ascomycota,Helicocarpus griseus,0,0,0,1,0,0
Basidiomycota,Heliocybe sulcata,0,1,0,0,0,0
Ascomycota,Henningerozyma blattae,0,0,0,0,1,0
Microsporidia,Hepatospora eriocheir,0,0,0,0,0,0
Basidiomycota,Hericium alpestre,0,0,0,0,0,0
Basidiomycota,Hermanssonia centrifuga,0,0,0,0,0,0
Mucoromycota,Hesseltinella vesiculosa,0,0,0,0,0,0
Basidiomycota,Heterobasidion irregulare,0,0,0,0,0,0
Ascomycota,Heterodermia speciosa,0,0,0,1,0,0
